condition,frame_cost,mean_return,mean_frames_consumed,nav_reward_mean,reached_goal_rate,budget_overrun_rate,n_episodes,fps_mix
fps25,8.1,-58.107,118.74,776.187,0.85,0.0,100,fps25=100%
fps25,8.2,-69.981,118.74,776.187,0.85,0.0,100,fps25=100%
fps25,8.3,-81.855,118.74,776.187,0.85,0.0,100,fps25=100%
fps25,8.4,-93.729,118.74,776.187,0.85,0.0,100,fps25=100%
fps25,8.5,-105.603,118.74,776.187,0.85,0.0,100,fps25=100%
fps25,8.6,-117.477,118.74,776.187,0.85,0.0,100,fps25=100%
fps25,8.7,-129.351,118.74,776.187,0.85,0.0,100,fps25=100%
fps25,8.8,-141.225,118.74,776.187,0.85,0.0,100,fps25=100%
fps25,8.9,-153.099,118.74,776.187,0.85,0.0,100,fps25=100%
fps25,9.0,-164.973,118.74,776.187,0.85,0.0,100,fps25=100%
fps25,9.1,-176.847,118.74,776.187,0.85,0.0,100,fps25=100%
fps25,9.2,-188.721,118.74,776.187,0.85,0.0,100,fps25=100%
fps25,9.3,-200.595,118.74,776.187,0.85,0.0,100,fps25=100%
fps25,9.4,-212.469,118.74,776.187,0.85,0.0,100,fps25=100%
fps25,9.5,-224.343,118.74,776.187,0.85,0.0,100,fps25=100%
fps25,9.6,-236.217,118.74,776.187,0.85,0.0,100,fps25=100%
fps25,9.7,-248.091,118.74,776.187,0.85,0.0,100,fps25=100%
fps25,9.8,-259.965,118.74,776.187,0.85,0.0,100,fps25=100%
fps25,9.9,-271.839,118.74,776.187,0.85,0.0,100,fps25=100%
fps25,10.0,-283.713,118.74,776.187,0.85,0.0,100,fps25=100%
fps50,0.0,1039.073,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,0.1,1019.684,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,0.2,1000.295,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,0.3,980.906,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,0.4,961.517,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,0.5,942.128,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,0.6,922.739,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,0.7,903.35,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,0.8,883.961,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,0.9,864.572,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,1.0,845.183,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,1.1,825.794,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,1.2,806.405,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,1.3,787.016,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,1.4,767.627,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,1.5,748.238,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,1.6,728.849,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,1.7,709.46,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,1.8,690.071,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,1.9,670.682,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,2.0,651.293,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,2.1,631.904,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,2.2,612.515,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,2.3,593.126,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,2.4,573.737,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,2.5,554.348,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,2.6,534.959,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,2.7,515.57,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,2.8,496.181,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,2.9,476.792,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,3.0,457.403,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,3.1,438.014,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,3.2,418.625,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,3.3,399.236,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,3.4,379.847,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,3.5,360.458,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,3.6,341.069,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,3.7,321.68,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,3.8,302.291,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,3.9,282.902,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,4.0,263.513,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,4.1,244.124,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,4.2,224.735,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,4.3,205.346,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,4.4,185.957,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,4.5,166.568,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,4.6,147.179,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,4.7,127.79,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,4.8,108.401,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,4.9,89.012,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,5.0,69.623,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,5.1,50.234,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,5.2,30.845,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,5.3,11.456,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,5.4,-7.933,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,5.5,-27.322,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,5.6,-46.711,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,5.7,-66.1,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,5.8,-85.489,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,5.9,-104.878,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,6.0,-124.267,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,6.1,-143.656,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,6.2,-163.045,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,6.3,-182.434,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,6.4,-201.823,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,6.5,-221.212,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,6.6,-240.601,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,6.7,-259.99,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,6.8,-279.379,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,6.9,-298.768,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,7.0,-318.157,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,7.1,-337.546,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,7.2,-356.935,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,7.3,-376.324,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,7.4,-395.713,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,7.5,-415.102,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,7.6,-434.491,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,7.7,-453.88,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,7.8,-473.269,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,7.9,-492.658,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,8.0,-512.047,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,8.1,-531.436,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,8.2,-550.825,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,8.3,-570.214,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,8.4,-589.603,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,8.5,-608.992,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,8.6,-628.381,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,8.7,-647.77,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,8.8,-667.159,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,8.9,-686.548,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,9.0,-705.937,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,9.1,-725.326,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,9.2,-744.715,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,9.3,-764.104,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,9.4,-783.493,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,9.5,-802.882,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,9.6,-822.271,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,9.7,-841.66,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,9.8,-861.049,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,9.9,-880.438,193.89,906.573,0.91,0.04,100,fps50=100%
fps50,10.0,-899.827,193.89,906.573,0.91,0.04,100,fps50=100%
heuristic,0.0,1047.89,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,0.1,1030.276,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,0.2,1012.662,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,0.3,995.048,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,0.4,977.434,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,0.5,959.82,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,0.6,942.206,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,0.7,924.592,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,0.8,906.978,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,0.9,889.364,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,1.0,871.75,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,1.1,854.136,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,1.2,836.522,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,1.3,818.908,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,1.4,801.294,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,1.5,783.68,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,1.6,766.066,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,1.7,748.452,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,1.8,730.838,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,1.9,713.224,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,2.0,695.61,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,2.1,677.996,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,2.2,660.382,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,2.3,642.768,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,2.4,625.154,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,2.5,607.54,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,2.6,589.926,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,2.7,572.312,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,2.8,554.698,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,2.9,537.084,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,3.0,519.47,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,3.1,501.856,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,3.2,484.242,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,3.3,466.628,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,3.4,449.014,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,3.5,431.4,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,3.6,413.786,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,3.7,396.172,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,3.8,378.558,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,3.9,360.944,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,4.0,343.33,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,4.1,325.716,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,4.2,308.102,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,4.3,290.488,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,4.4,272.874,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,4.5,255.26,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,4.6,237.646,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,4.7,220.032,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,4.8,202.418,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,4.9,184.804,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,5.0,167.19,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,5.1,149.576,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,5.2,131.962,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,5.3,114.348,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,5.4,96.734,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,5.5,79.12,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,5.6,61.506,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,5.7,43.892,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,5.8,26.278,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,5.9,8.664,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,6.0,-8.95,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,6.1,-26.564,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,6.2,-44.178,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,6.3,-61.792,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,6.4,-79.406,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,6.5,-97.02,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,6.6,-114.634,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,6.7,-132.248,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,6.8,-149.862,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,6.9,-167.476,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,7.0,-185.09,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,7.1,-202.704,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,7.2,-220.318,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,7.3,-237.932,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,7.4,-255.546,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,7.5,-273.16,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,7.6,-290.774,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,7.7,-308.388,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,7.8,-326.002,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,7.9,-343.616,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,8.0,-361.23,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,8.1,-378.844,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,8.2,-396.458,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,8.3,-414.072,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,8.4,-431.686,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,8.5,-449.3,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,8.6,-466.914,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,8.7,-484.528,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,8.8,-502.142,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,8.9,-519.756,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,9.0,-537.37,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,9.1,-554.984,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,9.2,-572.598,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,9.3,-590.212,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,9.4,-607.826,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,9.5,-625.44,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,9.6,-643.054,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,9.7,-660.668,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,9.8,-678.282,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,9.9,-695.896,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
heuristic,10.0,-713.51,176.14,906.39,0.95,0.01,100,"fps25=18%,fps50=82%"
