step,value
16384,1099.484375
32768,1167.5467529296875
49152,1141.380126953125
65536,1074.5933837890625
81920,1055.835693359375
98304,1060.0533447265625
114688,1010.0977172851562
131072,1093.195556640625
147456,1010.9339599609375
163840,944.8364868164062
180224,969.3053588867188
196608,973.5498046875
212992,1022.1973876953125
229376,914.4750366210938
245760,959.8120727539062
262144,901.711181640625
278528,935.063720703125
294912,919.1920166015625
311296,893.5348510742188
327680,903.5155029296875
344064,847.7636108398438
360448,872.3558349609375
376832,867.1414184570312
393216,885.365966796875
409600,894.589111328125
425984,862.91015625
442368,850.4569702148438
458752,840.7640991210938
475136,770.8150634765625
491520,853.7720947265625
507904,762.0927734375
524288,836.4766845703125
540672,884.4183349609375
557056,804.5438842773438
573440,779.7416381835938
589824,904.847900390625
606208,805.970703125
622592,755.6133422851562
638976,806.724609375
655360,786.557373046875
671744,732.7633056640625
688128,743.1598510742188
704512,680.795166015625
720896,680.6315307617188
737280,745.3404541015625
753664,747.935546875
770048,795.2293701171875
786432,745.142578125
802816,685.5424194335938
819200,695.6527099609375
835584,750.77734375
851968,742.1768188476562
868352,683.4072265625
884736,679.6085205078125
901120,717.4112548828125
917504,830.0636596679688
933888,710.20458984375
950272,685.9728393554688
966656,668.7852172851562
983040,724.45751953125
999424,675.5509643554688
1015808,778.1630249023438
1032192,748.1284790039062
1048576,699.6456909179688
1064960,713.7556762695312
1081344,719.1881713867188
1097728,645.7005004882812
1114112,631.063720703125
1130496,613.519775390625
1146880,566.3524780273438
1163264,551.23828125
1179648,644.6221923828125
1196032,702.9727783203125
1212416,672.8995971679688
1228800,602.798583984375
1245184,683.3442993164062
1261568,664.379150390625
1277952,541.2198486328125
1294336,606.3782348632812
1310720,507.60980224609375
1327104,647.9022827148438
1343488,576.5900268554688
1359872,571.7727661132812
1376256,588.8640747070312
1392640,588.4083251953125
1409024,608.874755859375
1425408,668.3971557617188
1441792,682.0429077148438
1458176,491.5855712890625
1474560,558.3408203125
1490944,646.6244506835938
1507328,667.9132690429688
1523712,532.7313232421875
1540096,597.126708984375
1556480,650.6353759765625
1572864,630.802490234375
1589248,594.8534545898438
1605632,647.3240966796875
1622016,674.694091796875
1638400,562.5723266601562
1654784,667.4525146484375
1671168,753.5975952148438
1687552,688.297119140625
1703936,751.024169921875
1720320,765.048095703125
1736704,630.7378540039062
1753088,657.0103759765625
1769472,835.360107421875
1785856,604.6854248046875
1802240,823.80126953125
1818624,781.3529052734375
1835008,777.2105712890625
1851392,707.35498046875
1867776,678.1436157226562
1884160,1137.0833740234375
1900544,777.6277465820312
1916928,673.1903686523438
1933312,656.583251953125
1949696,1167.654296875
1966080,813.3165893554688
1982464,656.6260375976562
1998848,1375.623779296875
2015232,673.2319946289062
2031616,1245.5284423828125
2048000,949.4022216796875
2064384,871.2567138671875
2080768,967.6132202148438
2097152,824.9608154296875
2113536,853.3134765625
2129920,1410.973388671875
2146304,1148.9276123046875
2162688,793.691650390625
2179072,1095.3013916015625
2195456,1268.4219970703125
2211840,1495.5374755859375
2228224,1526.4124755859375
2244608,1322.2083740234375
2260992,1293.6612548828125
2277376,1039.094482421875
2293760,1884.864501953125
2310144,1170.161376953125
2326528,1594.8798828125
2342912,1236.713623046875
2359296,1840.0914306640625
2375680,2164.14599609375
2392064,2015.60107421875
2408448,2017.5841064453125
2424832,1638.9700927734375
2441216,1581.028076171875
2457600,2404.780029296875
2473984,2053.841796875
2490368,1661.4014892578125
2506752,1449.959228515625
2523136,1587.595458984375
2539520,2395.455078125
2555904,2274.736572265625
2572288,1943.657470703125
2588672,2167.818359375
2605056,3086.112060546875
2621440,1792.2943115234375
2637824,2386.75830078125
2654208,1514.565185546875
2670592,2539.668701171875
2686976,2742.66015625
2703360,2724.1865234375
2719744,2847.927734375
2736128,2538.268798828125
2752512,1513.01318359375
2768896,2605.822265625
2785280,3342.257080078125
2801664,1970.304443359375
2818048,3454.694091796875
2834432,2877.97607421875
2850816,3061.327880859375
2867200,3560.84521484375
2883584,3327.03564453125
2899968,2954.848876953125
2916352,2266.805908203125
2932736,2903.55908203125
2949120,3279.169921875
2965504,2501.961669921875
2981888,2525.5048828125
2998272,3989.8525390625
3014656,3290.98193359375
3031040,3616.63623046875
3047424,5586.4365234375
3063808,4452.04052734375
3080192,3398.727294921875
3096576,4455.88037109375
3112960,3479.980224609375
3129344,3765.55859375
3145728,3334.09814453125
3162112,4564.99951171875
3178496,3686.24462890625
3194880,3604.1162109375
3211264,4310.01904296875
3227648,3187.76171875
3244032,4228.556640625
3260416,5590.8935546875
3276800,4535.00244140625
3293184,2859.887939453125
3309568,4417.70703125
3325952,4497.55078125
