/home/UFAD/tcuevasmestanza/.conda/envs/racing/lib/python3.12/site-packages/tyro/_parsers.py:353: UserWarning: The field `wandb-entity` is annotated with type `<class 'str'>`, but the default value `None` has type `<class 'NoneType'>`. We'll try to handle this gracefully, but it may cause unexpected behavior.
  warnings.warn(message)
/home/UFAD/tcuevasmestanza/.conda/envs/racing/lib/python3.12/site-packages/tyro/_parsers.py:353: UserWarning: The field `target-kl` is annotated with type `<class 'float'>`, but the default value `None` has type `<class 'NoneType'>`. We'll try to handle this gracefully, but it may cause unexpected behavior.
  warnings.warn(message)
/home/UFAD/tcuevasmestanza/.conda/envs/racing/lib/python3.12/site-packages/tyro/_parsers.py:353: UserWarning: The field `resume-path` is annotated with type `<class 'str'>`, but the default value `None` has type `<class 'NoneType'>`. We'll try to handle this gracefully, but it may cause unexpected behavior.
  warnings.warn(message)
Experiment info saved → experiments/adaptive_fps_cautious_ep_counter/runs/CarRacing-v3_fc_0.05_bud_150_19-07-09-20-31/info_settings.txt
Device: cuda
Navigation model path: experiments/navigation/runs/CarRacing-v3__ppo__1__1781901069/final.pt
Navigation Model loaded on cuda
Navigation Model loaded on cuda
Navigation Model loaded on cuda
Navigation Model loaded on cuda
Navigation Model loaded on cuda
Navigation Model loaded on cuda
Navigation Model loaded on cuda
Navigation Model loaded on cuda
global_step=944 | return=-53.25 | steps=118
global_step=1904 | return=-26.81 | steps=238
global_step=1904 | return=-26.41 | steps=238
global_step=1904 | return=-26.46 | steps=238
global_step=1904 | return=-4.84 | steps=238
global_step=1904 | return=-26.86 | steps=238
global_step=1904 | return=-5.49 | steps=238
global_step=1904 | return=-27.01 | steps=238
global_step=2856 | return=-26.36 | steps=238
global_step=3816 | return=-12.26 | steps=238
global_step=3816 | return=-26.41 | steps=238
global_step=3816 | return=-26.76 | steps=238
global_step=3816 | return=-26.41 | steps=238
global_step=3816 | return=-26.96 | steps=238
global_step=3816 | return=-26.51 | steps=238
global_step=3816 | return=-26.61 | steps=238
global_step=4096, SPS=20
global_step=4768 | return=-26.71 | steps=238
global_step=5728 | return=-26.36 | steps=238
global_step=5728 | return=-27.71 | steps=238
global_step=5728 | return=-26.46 | steps=238
global_step=5728 | return=-26.81 | steps=238
global_step=5728 | return=96.58 | steps=238
global_step=5728 | return=-26.66 | steps=238
global_step=5728 | return=-26.51 | steps=238
global_step=6680 | return=-26.46 | steps=238
global_step=7592 | return=169.68 | steps=232
global_step=7640 | return=-26.71 | steps=238
global_step=7640 | return=13.19 | steps=238
global_step=7640 | return=-26.76 | steps=238
global_step=7640 | return=-26.56 | steps=238
global_step=7640 | return=-26.71 | steps=238
global_step=7640 | return=-27.11 | steps=238
global_step=8192, SPS=20
