/home/UFAD/tcuevasmestanza/.conda/envs/racing/lib/python3.12/site-packages/tyro/_parsers.py:353: UserWarning: The field `wandb-entity` is annotated with type `<class 'str'>`, but the default value `None` has type `<class 'NoneType'>`. We'll try to handle this gracefully, but it may cause unexpected behavior.
  warnings.warn(message)
/home/UFAD/tcuevasmestanza/.conda/envs/racing/lib/python3.12/site-packages/tyro/_parsers.py:353: UserWarning: The field `target-kl` is annotated with type `<class 'float'>`, but the default value `None` has type `<class 'NoneType'>`. We'll try to handle this gracefully, but it may cause unexpected behavior.
  warnings.warn(message)
/home/UFAD/tcuevasmestanza/.conda/envs/racing/lib/python3.12/site-packages/tyro/_parsers.py:353: UserWarning: The field `resume-path` is annotated with type `<class 'str'>`, but the default value `None` has type `<class 'NoneType'>`. We'll try to handle this gracefully, but it may cause unexpected behavior.
  warnings.warn(message)
Experiment info saved → experiments/adaptive_fps_cautious_ep_counter/runs/CarRacing-v3_fc_1.0_bud_150_19-07-09-20-36/info_settings.txt
Device: cuda
Navigation model path: experiments/navigation/runs/CarRacing-v3__ppo__1__1781901069/final.pt
Navigation Model loaded on cuda
Navigation Model loaded on cuda
Navigation Model loaded on cuda
Navigation Model loaded on cuda
Navigation Model loaded on cuda
Navigation Model loaded on cuda
Navigation Model loaded on cuda
Navigation Model loaded on cuda
global_step=944 | return=-70.35 | steps=118
global_step=1904 | return=-43.91 | steps=238
global_step=1904 | return=-35.91 | steps=238
global_step=1904 | return=-36.91 | steps=238
global_step=1904 | return=-19.09 | steps=238
global_step=1904 | return=-44.91 | steps=238
global_step=1904 | return=-32.09 | steps=238
global_step=1904 | return=-47.91 | steps=238
global_step=2856 | return=-34.91 | steps=238
global_step=3816 | return=-29.36 | steps=238
global_step=3816 | return=-35.91 | steps=238
global_step=3816 | return=-42.91 | steps=238
global_step=3816 | return=-35.91 | steps=238
global_step=3816 | return=-46.91 | steps=238
global_step=3816 | return=-37.91 | steps=238
global_step=3816 | return=-39.91 | steps=238
global_step=4096, SPS=20
global_step=4768 | return=-41.91 | steps=238
global_step=5728 | return=-34.91 | steps=238
global_step=5728 | return=-61.91 | steps=238
global_step=5728 | return=-36.91 | steps=238
global_step=5728 | return=-43.91 | steps=238
global_step=5728 | return=74.73 | steps=238
global_step=5728 | return=-40.91 | steps=238
global_step=5728 | return=-37.91 | steps=238
global_step=6680 | return=-36.91 | steps=238
global_step=7592 | return=157.33 | steps=232
global_step=7640 | return=-41.91 | steps=238
global_step=7640 | return=-3.91 | steps=238
global_step=7640 | return=-42.91 | steps=238
global_step=7640 | return=-38.91 | steps=238
global_step=7640 | return=-41.91 | steps=238
global_step=7640 | return=-49.91 | steps=238
global_step=8192, SPS=20
global_step=8360 | return=193.95 | steps=95
global_step=8592 | return=-37.91 | steps=238
global_step=9552 | return=-36.91 | steps=238
global_step=9552 | return=-43.91 | steps=238
global_step=9552 | return=134.18 | steps=238
