/home/UFAD/tcuevasmestanza/.conda/envs/racing/lib/python3.12/site-packages/tyro/_parsers.py:353: UserWarning: The field `wandb-entity` is annotated with type `<class 'str'>`, but the default value `None` has type `<class 'NoneType'>`. We'll try to handle this gracefully, but it may cause unexpected behavior.
  warnings.warn(message)
/home/UFAD/tcuevasmestanza/.conda/envs/racing/lib/python3.12/site-packages/tyro/_parsers.py:353: UserWarning: The field `target-kl` is annotated with type `<class 'float'>`, but the default value `None` has type `<class 'NoneType'>`. We'll try to handle this gracefully, but it may cause unexpected behavior.
  warnings.warn(message)
/home/UFAD/tcuevasmestanza/.conda/envs/racing/lib/python3.12/site-packages/tyro/_parsers.py:353: UserWarning: The field `resume-path` is annotated with type `<class 'str'>`, but the default value `None` has type `<class 'NoneType'>`. We'll try to handle this gracefully, but it may cause unexpected behavior.
  warnings.warn(message)
Experiment info saved → experiments/adaptive_fps_cautious_ep_counter/runs/CarRacing-v3_fc_2.0_bud_150_19-07-09-20-37/info_settings.txt
Device: cuda
Navigation model path: experiments/navigation/runs/CarRacing-v3__ppo__1__1781901069/final.pt
Navigation Model loaded on cuda
Navigation Model loaded on cuda
Navigation Model loaded on cuda
Navigation Model loaded on cuda
Navigation Model loaded on cuda
Navigation Model loaded on cuda
Navigation Model loaded on cuda
Navigation Model loaded on cuda
global_step=944 | return=-88.35 | steps=118
global_step=1904 | return=-61.91 | steps=238
global_step=1904 | return=-45.91 | steps=238
global_step=1904 | return=-47.91 | steps=238
global_step=1904 | return=-34.09 | steps=238
global_step=1904 | return=-63.91 | steps=238
global_step=1904 | return=-60.09 | steps=238
global_step=1904 | return=-69.91 | steps=238
global_step=2856 | return=-43.91 | steps=238
global_step=3816 | return=-47.36 | steps=238
global_step=3816 | return=-45.91 | steps=238
global_step=3816 | return=-59.91 | steps=238
global_step=3816 | return=-45.91 | steps=238
global_step=3816 | return=-67.91 | steps=238
global_step=3816 | return=-49.91 | steps=238
global_step=3816 | return=-53.91 | steps=238
global_step=4096, SPS=20
global_step=4768 | return=-57.91 | steps=238
global_step=5728 | return=-43.91 | steps=238
global_step=5728 | return=-97.91 | steps=238
global_step=5728 | return=-47.91 | steps=238
global_step=5728 | return=-61.91 | steps=238
global_step=5728 | return=51.73 | steps=238
global_step=5728 | return=-55.91 | steps=238
global_step=5728 | return=-49.91 | steps=238
global_step=6680 | return=-47.91 | steps=238
global_step=7592 | return=144.33 | steps=232
global_step=7640 | return=-57.91 | steps=238
global_step=7640 | return=-21.91 | steps=238
global_step=7640 | return=-59.91 | steps=238
global_step=7640 | return=-51.91 | steps=238
global_step=7640 | return=-57.91 | steps=238
global_step=7640 | return=-73.91 | steps=238
global_step=8192, SPS=20
global_step=8360 | return=180.95 | steps=95
global_step=8592 | return=-49.91 | steps=238
