step,value
4096,0.0010181665420532227
8192,0.03211945295333862
12288,0.032774388790130615
16384,0.14372503757476807
20480,0.10176801681518555
24576,0.1833152174949646
28672,0.2644503712654114
32768,0.24958950281143188
36864,0.28481483459472656
40960,0.23811525106430054
45056,0.2925644516944885
49152,0.2722465395927429
53248,0.3133992552757263
57344,0.33913177251815796
61440,0.3239666819572449
65536,0.353385329246521
69632,0.38518714904785156
73728,0.4125669598579407
77824,0.40731847286224365
81920,0.3774653673171997
86016,0.38912904262542725
90112,0.41684991121292114
94208,0.4112975597381592
98304,0.4348418712615967
102400,0.4641188979148865
106496,0.47623211145401
110592,0.4856969118118286
114688,0.5177009701728821
118784,0.5299593210220337
122880,0.5572471618652344
126976,0.5778549909591675
131072,0.5521291494369507
135168,0.5795739889144897
139264,0.5357856750488281
143360,0.585489809513092
147456,0.5966436862945557
151552,0.5635426044464111
155648,0.5831940174102783
159744,0.5395087003707886
163840,0.5665247440338135
167936,0.5721417665481567
172032,0.6117020845413208
176128,0.6339457035064697
180224,0.5740805864334106
184320,0.5859653949737549
188416,0.5595552921295166
192512,0.5656964182853699
196608,0.6047434210777283
200704,0.6012122631072998
204800,0.6116348505020142
208896,0.6131036281585693
212992,0.5867586135864258
217088,0.6573868989944458
221184,0.6840083599090576
225280,0.6039448976516724
229376,0.5660693049430847
233472,0.608812153339386
237568,0.6358815431594849
241664,0.6831939220428467
245760,0.6375775337219238
249856,0.6181070804595947
253952,0.5405185222625732
258048,0.6550993323326111
262144,0.6230051517486572
266240,0.5876714587211609
270336,0.6822744607925415
274432,0.6043822169303894
278528,0.5842570662498474
282624,0.6545307636260986
286720,0.5074036121368408
290816,0.5546789169311523
294912,0.6822342872619629
299008,0.6005334258079529
303104,0.6104061007499695
307200,0.7239223718643188
311296,0.5700870752334595
315392,0.6798549890518188
319488,0.5068067312240601
323584,0.6793743371963501
327680,0.6726793646812439
331776,0.6393012404441833
335872,0.6583103537559509
339968,0.7702919840812683
344064,0.6789459586143494
348160,0.5690760612487793
352256,0.6440519690513611
356352,0.33074814081192017
360448,0.7419663667678833
364544,0.6615563631057739
368640,0.6645859479904175
372736,0.5625514984130859
376832,0.5644527673721313
380928,0.7329052686691284
385024,0.7738980054855347
389120,0.762753427028656
393216,0.7173901796340942
397312,0.7569255828857422
401408,0.7226440906524658
